Alkaline,Cell,Country,Electrolyser,H2_production,Iteration,LCOH,Onshore,PEM,PV,System,Year
1.0,PRT_PT17,PRT,Alkaline,56271.06828329892,2545,4.8449261393950165,,1.0,1.9607843137254901,PV,2030
1.0,PRT_PT17,PRT,PEM,59452.122135290454,2546,9.029353747647571,,1.0,2.564102564102564,PV,2030
1.0,PRT_PT17,PRT,Alkaline,109968.12121091866,2555,3.4503178403472834,1.277555110220441,1.0,1.0771543086172344,Hybrid,2040
1.0,PRT_PT17,PRT,PEM,118707.52509077359,2556,5.382275239648974,1.6393442622950793,1.0,1.3194722111155528,Hybrid,2040
1.0,PRT_PT17,PRT,Alkaline,98971.01138685297,2553,3.607000218217656,1.5873015873015874,1.0,,Onshore,2040
1.0,PRT_PT17,PRT,PEM,106999.61424713899,2554,5.745512687157589,2.0408163265306105,1.0,,Onshore,2040
1.0,PRT_PT17,PRT,Alkaline,57507.39359650251,2551,4.314943297459802,,1.0,2.040816326530612,PV,2040
1.0,PRT_PT17,PRT,PEM,60614.968253582105,2552,7.917005989549525,,1.0,2.7027027027027026,PV,2040
1.0,PRT_PT18,PRT,Alkaline,105853.83699660296,2561,4.8633612823893975,1.6129032258064533,1.0,1.0752688172042992,Hybrid,2020
1.0,PRT_PT18,PRT,PEM,118860.61653040304,2562,7.566095438287014,2.0833333333333326,1.0,1.3020833333333366,Hybrid,2020
1.0,PRT_PT18,PRT,Alkaline,92128.98116734749,2559,5.080655157864542,1.9230769230769227,1.0,,Onshore,2020
1.0,PRT_PT18,PRT,PEM,105692.29999923067,2560,8.13995901239001,2.564102564102563,1.0,,Onshore,2020
1.0,PRT_PT18,PRT,Alkaline,50863.21228276675,2557,6.341670635644503,,1.0,1.9230769230769222,PV,2020
1.0,PRT_PT18,PRT,PEM,56112.34200343111,2558,11.874484676743256,,1.0,2.564102564102564,PV,2020
1.0,PRT_PT18,PRT,Alkaline,110210.28143662767,2567,4.003911678895481,1.4925373134328397,1.0,1.1521340665095559,Hybrid,2030
1.0,PRT_PT18,PRT,PEM,119892.51564157219,2568,6.202386852204452,1.9607843137254903,1.0,1.316142895514371,Hybrid,2030
1.0,PRT_PT18,PRT,Alkaline,95992.81594826147,2565,4.227422287287414,1.851851851851852,1.0,,Onshore,2030
1.0,PRT_PT18,PRT,PEM,106301.1240148405,2566,6.713717317979778,2.439024390243902,1.0,,Onshore,2030
1.0,PRT_PT18,PRT,Alkaline,54411.80848854117,2563,4.955417999499096,,1.0,1.923076923076923,PV,2030
1.0,PRT_PT18,PRT,PEM,57370.26327632763,2564,9.268235943752687,,1.0,2.4999999999999996,PV,2030
1.0,PRT_PT18,PRT,Alkaline,109185.71539357322,2573,3.771370838719823,1.3888888888888855,1.0,1.3182674199623354,Hybrid,2040
1.0,PRT_PT18,PRT,PEM,118676.91969926908,2574,5.725911503266103,1.865369018653686,1.0,1.4193025141930244,Hybrid,2040
1.0,PRT_PT18,PRT,Alkaline,95992.8159482615,2571,4.1358432560375835,1.851851851851852,1.0,,Onshore,2040
1.0,PRT_PT18,PRT,PEM,104939.09390939094,2572,6.348688121367456,2.38095238095238,1.0,,Onshore,2040
1.0,PRT_PT18,PRT,Alkaline,55572.22322232224,2569,4.41794767852902,,1.0,1.9999999999999998,PV,2040
1.0,PRT_PT18,PRT,PEM,58442.33502297599,2570,8.13302885230948,,1.0,2.6315789473684212,PV,2040
