Zone_import,Zone_demand
EST_IMP01,SVK_DEM01
EST_IMP01,SVN_DEM01
EST_IMP01,ESP_DEM01
EST_IMP01,SWE_DEM01
EST_IMP01,GBR_DEM01
EST_IMP01,NOR_DEM01
EST_IMP01,CHE_DEM01
FIN_IMP01,AUT_DEM01
FIN_IMP01,BEL_DEM01
FIN_IMP01,BGR_DEM01
FIN_IMP01,HRV_DEM01
FIN_IMP01,CZE_DEM01
FIN_IMP01,DNK_DEM01
FIN_IMP01,EST_DEM01
FIN_IMP01,FIN_DEM01
FIN_IMP01,FRA_DEM01
FIN_IMP01,DEU_DEM01
FIN_IMP01,GRC_DEM01
FIN_IMP01,HUN_DEM01
FIN_IMP01,ITA_DEM01
FIN_IMP01,LVA_DEM01
FIN_IMP01,LTU_DEM01
FIN_IMP01,LUX_DEM01
FIN_IMP01,NLD_DEM01
FIN_IMP01,POL_DEM01
FIN_IMP01,PRT_DEM01
FIN_IMP01,ROU_DEM01
FIN_IMP01,SVK_DEM01
FIN_IMP01,SVN_DEM01
FIN_IMP01,ESP_DEM01
FIN_IMP01,SWE_DEM01
FIN_IMP01,GBR_DEM01
FIN_IMP01,NOR_DEM01
FIN_IMP01,CHE_DEM01
DEU_IMP01,AUT_DEM01
DEU_IMP01,BEL_DEM01
DEU_IMP01,BGR_DEM01
DEU_IMP01,HRV_DEM01
DEU_IMP01,CZE_DEM01
DEU_IMP01,DNK_DEM01
DEU_IMP01,EST_DEM01
DEU_IMP01,FIN_DEM01
DEU_IMP01,FRA_DEM01
DEU_IMP01,DEU_DEM01
DEU_IMP01,GRC_DEM01
DEU_IMP01,HUN_DEM01
DEU_IMP01,ITA_DEM01
DEU_IMP01,LVA_DEM01
DEU_IMP01,LTU_DEM01
DEU_IMP01,LUX_DEM01
DEU_IMP01,NLD_DEM01
DEU_IMP01,POL_DEM01
DEU_IMP01,PRT_DEM01
DEU_IMP01,ROU_DEM01
DEU_IMP01,SVK_DEM01
DEU_IMP01,SVN_DEM01
DEU_IMP01,ESP_DEM01
DEU_IMP01,SWE_DEM01
DEU_IMP01,GBR_DEM01
DEU_IMP01,NOR_DEM01
DEU_IMP01,CHE_DEM01
IRL_IMP01,IRL_DEM01
LVA_IMP01,AUT_DEM01
LVA_IMP01,BEL_DEM01
LVA_IMP01,BGR_DEM01
LVA_IMP01,HRV_DEM01
LVA_IMP01,CZE_DEM01
LVA_IMP01,DNK_DEM01
LVA_IMP01,EST_DEM01
LVA_IMP01,FIN_DEM01
LVA_IMP01,FRA_DEM01
LVA_IMP01,DEU_DEM01
LVA_IMP01,GRC_DEM01
LVA_IMP01,HUN_DEM01
LVA_IMP01,ITA_DEM01
LVA_IMP01,LVA_DEM01
LVA_IMP01,LTU_DEM01
LVA_IMP01,LUX_DEM01
LVA_IMP01,NLD_DEM01
LVA_IMP01,POL_DEM01
LVA_IMP01,PRT_DEM01
LVA_IMP01,ROU_DEM01
LVA_IMP01,SVK_DEM01
LVA_IMP01,SVN_DEM01
LVA_IMP01,ESP_DEM01
LVA_IMP01,SWE_DEM01
LVA_IMP01,GBR_DEM01
LVA_IMP01,NOR_DEM01
LVA_IMP01,CHE_DEM01
MLT_IMP01,MLT_DEM01
ROU_IMP01,AUT_DEM01
ROU_IMP01,BEL_DEM01
ROU_IMP01,BGR_DEM01
ROU_IMP01,HRV_DEM01
ROU_IMP01,CZE_DEM01
ROU_IMP01,DNK_DEM01
ROU_IMP01,EST_DEM01
ROU_IMP01,FIN_DEM01
ROU_IMP01,FRA_DEM01
ROU_IMP01,DEU_DEM01
ROU_IMP01,GRC_DEM01
ROU_IMP01,HUN_DEM01
ROU_IMP01,ITA_DEM01
ROU_IMP01,LVA_DEM01
ROU_IMP01,LTU_DEM01
ROU_IMP01,LUX_DEM01
ROU_IMP01,NLD_DEM01
ROU_IMP01,POL_DEM01
ROU_IMP01,PRT_DEM01
ROU_IMP01,ROU_DEM01
ROU_IMP01,SVK_DEM01
ROU_IMP01,SVN_DEM01
ROU_IMP01,ESP_DEM01
ROU_IMP01,SWE_DEM01
ROU_IMP01,GBR_DEM01
ROU_IMP01,NOR_DEM01
ROU_IMP01,CHE_DEM01
SVN_IMP01,AUT_DEM01
SVN_IMP01,BEL_DEM01
SVN_IMP01,BGR_DEM01
SVN_IMP01,HRV_DEM01
SVN_IMP01,CZE_DEM01
SVN_IMP01,DNK_DEM01
SVN_IMP01,EST_DEM01
SVN_IMP01,FIN_DEM01
SVN_IMP01,FRA_DEM01
SVN_IMP01,DEU_DEM01
SVN_IMP01,GRC_DEM01
SVN_IMP01,HUN_DEM01
SVN_IMP01,ITA_DEM01
SVN_IMP01,LVA_DEM01
SVN_IMP01,LTU_DEM01
SVN_IMP01,LUX_DEM01
SVN_IMP01,NLD_DEM01
SVN_IMP01,POL_DEM01
SVN_IMP01,PRT_DEM01
SVN_IMP01,ROU_DEM01
SVN_IMP01,SVK_DEM01
SVN_IMP01,SVN_DEM01
SVN_IMP01,ESP_DEM01
SVN_IMP01,SWE_DEM01
SVN_IMP01,GBR_DEM01
SVN_IMP01,NOR_DEM01
SVN_IMP01,CHE_DEM01
SWE_IMP01,AUT_DEM01
SWE_IMP01,BEL_DEM01
SWE_IMP01,BGR_DEM01
SWE_IMP01,HRV_DEM01
SWE_IMP01,CZE_DEM01
SWE_IMP01,DNK_DEM01
SWE_IMP01,EST_DEM01
SWE_IMP01,FIN_DEM01
SWE_IMP01,FRA_DEM01
SWE_IMP01,DEU_DEM01
SWE_IMP01,GRC_DEM01
SWE_IMP01,HUN_DEM01
SWE_IMP01,ITA_DEM01
SWE_IMP01,LVA_DEM01
SWE_IMP01,LTU_DEM01
SWE_IMP01,LUX_DEM01
SWE_IMP01,NLD_DEM01
SWE_IMP01,POL_DEM01
SWE_IMP01,PRT_DEM01
SWE_IMP01,ROU_DEM01
SWE_IMP01,SVK_DEM01
SWE_IMP01,SVN_DEM01
SWE_IMP01,ESP_DEM01
SWE_IMP01,SWE_DEM01
SWE_IMP01,GBR_DEM01
SWE_IMP01,NOR_DEM01
SWE_IMP01,CHE_DEM01
NOR_IMP01,AUT_DEM01
NOR_IMP01,BEL_DEM01
NOR_IMP01,BGR_DEM01
NOR_IMP01,HRV_DEM01
NOR_IMP01,CZE_DEM01
NOR_IMP01,DNK_DEM01
NOR_IMP01,EST_DEM01
NOR_IMP01,FIN_DEM01
NOR_IMP01,FRA_DEM01
NOR_IMP01,DEU_DEM01
NOR_IMP01,GRC_DEM01
NOR_IMP01,HUN_DEM01
NOR_IMP01,ITA_DEM01
NOR_IMP01,LVA_DEM01
NOR_IMP01,LTU_DEM01
NOR_IMP01,LUX_DEM01
NOR_IMP01,NLD_DEM01
NOR_IMP01,POL_DEM01
NOR_IMP01,PRT_DEM01
NOR_IMP01,ROU_DEM01
NOR_IMP01,SVK_DEM01
NOR_IMP01,SVN_DEM01
NOR_IMP01,ESP_DEM01
NOR_IMP01,SWE_DEM01
NOR_IMP01,GBR_DEM01
NOR_IMP01,NOR_DEM01
NOR_IMP01,CHE_DEM01
BEL_IMP01,AUT_DEM01
BEL_IMP01,BEL_DEM01
BEL_IMP01,BGR_DEM01
BEL_IMP01,HRV_DEM01
BEL_IMP01,CZE_DEM01
BEL_IMP01,DNK_DEM01
BEL_IMP01,EST_DEM01
BEL_IMP01,FIN_DEM01
BEL_IMP01,FRA_DEM01
BEL_IMP01,DEU_DEM01
BEL_IMP01,GRC_DEM01
BEL_IMP01,HUN_DEM01
BEL_IMP01,ITA_DEM01
BEL_IMP01,LVA_DEM01
BEL_IMP01,LTU_DEM01
BEL_IMP01,LUX_DEM01
BEL_IMP01,NLD_DEM01
BEL_IMP01,POL_DEM01
BEL_IMP01,PRT_DEM01
BEL_IMP01,ROU_DEM01
BEL_IMP01,SVK_DEM01
BEL_IMP01,SVN_DEM01
BEL_IMP01,ESP_DEM01
BEL_IMP01,SWE_DEM01
BEL_IMP01,GBR_DEM01
BEL_IMP01,NOR_DEM01
BEL_IMP01,CHE_DEM01
CYP_IMP01,CYP_DEM01
ESP_IMP01,AUT_DEM01
ESP_IMP01,BEL_DEM01
ESP_IMP01,BGR_DEM01
ESP_IMP01,HRV_DEM01
ESP_IMP01,CZE_DEM01
ESP_IMP01,DNK_DEM01
ESP_IMP01,EST_DEM01
ESP_IMP01,FIN_DEM01
ESP_IMP01,FRA_DEM01
ESP_IMP01,DEU_DEM01
ESP_IMP01,GRC_DEM01
ESP_IMP01,HUN_DEM01
ESP_IMP01,ITA_DEM01
ESP_IMP01,LVA_DEM01
ESP_IMP01,LTU_DEM01
ESP_IMP01,LUX_DEM01
ESP_IMP01,NLD_DEM01
ESP_IMP01,POL_DEM01
ESP_IMP01,PRT_DEM01
ESP_IMP01,ROU_DEM01
ESP_IMP01,SVK_DEM01
ESP_IMP01,SVN_DEM01
ESP_IMP01,ESP_DEM01
ESP_IMP01,SWE_DEM01
ESP_IMP01,GBR_DEM01
ESP_IMP01,NOR_DEM01
ESP_IMP01,CHE_DEM01
FRA_IMP01,AUT_DEM01
FRA_IMP01,BEL_DEM01
FRA_IMP01,BGR_DEM01
FRA_IMP01,HRV_DEM01
FRA_IMP01,CZE_DEM01
FRA_IMP01,DNK_DEM01
FRA_IMP01,EST_DEM01
FRA_IMP01,FIN_DEM01
FRA_IMP01,FRA_DEM01
FRA_IMP01,DEU_DEM01
FRA_IMP01,GRC_DEM01
FRA_IMP01,HUN_DEM01
FRA_IMP01,ITA_DEM01
FRA_IMP01,LVA_DEM01
FRA_IMP01,LTU_DEM01
FRA_IMP01,LUX_DEM01
FRA_IMP01,NLD_DEM01
FRA_IMP01,POL_DEM01
FRA_IMP01,PRT_DEM01
FRA_IMP01,ROU_DEM01
FRA_IMP01,SVK_DEM01
FRA_IMP01,SVN_DEM01
FRA_IMP01,ESP_DEM01
FRA_IMP01,SWE_DEM01
FRA_IMP01,GBR_DEM01
FRA_IMP01,NOR_DEM01
FRA_IMP01,CHE_DEM01
GBR_IMP01,AUT_DEM01
GBR_IMP01,BEL_DEM01
GBR_IMP01,BGR_DEM01
GBR_IMP01,HRV_DEM01
GBR_IMP01,CZE_DEM01
GBR_IMP01,DNK_DEM01
GBR_IMP01,EST_DEM01
GBR_IMP01,FIN_DEM01
GBR_IMP01,FRA_DEM01
GBR_IMP01,DEU_DEM01
GBR_IMP01,GRC_DEM01
GBR_IMP01,HUN_DEM01
GBR_IMP01,ITA_DEM01
GBR_IMP01,LVA_DEM01
GBR_IMP01,LTU_DEM01
GBR_IMP01,LUX_DEM01
GBR_IMP01,NLD_DEM01
GBR_IMP01,POL_DEM01
GBR_IMP01,PRT_DEM01
GBR_IMP01,ROU_DEM01
GBR_IMP01,SVK_DEM01
GBR_IMP01,SVN_DEM01
GBR_IMP01,ESP_DEM01
GBR_IMP01,SWE_DEM01
GBR_IMP01,GBR_DEM01
GBR_IMP01,NOR_DEM01
GBR_IMP01,CHE_DEM01
GRC_IMP01,AUT_DEM01
GRC_IMP01,BEL_DEM01
GRC_IMP01,BGR_DEM01
GRC_IMP01,HRV_DEM01
GRC_IMP01,CZE_DEM01
GRC_IMP01,DNK_DEM01
GRC_IMP01,EST_DEM01
GRC_IMP01,FIN_DEM01
GRC_IMP01,FRA_DEM01
GRC_IMP01,DEU_DEM01
GRC_IMP01,GRC_DEM01
GRC_IMP01,HUN_DEM01
GRC_IMP01,ITA_DEM01
GRC_IMP01,LVA_DEM01
GRC_IMP01,LTU_DEM01
GRC_IMP01,LUX_DEM01
GRC_IMP01,NLD_DEM01
GRC_IMP01,POL_DEM01
GRC_IMP01,PRT_DEM01
GRC_IMP01,ROU_DEM01
GRC_IMP01,SVK_DEM01
GRC_IMP01,SVN_DEM01
GRC_IMP01,ESP_DEM01
GRC_IMP01,SWE_DEM01
GRC_IMP01,GBR_DEM01
GRC_IMP01,NOR_DEM01
GRC_IMP01,CHE_DEM01
HRV_IMP01,AUT_DEM01
HRV_IMP01,BEL_DEM01
HRV_IMP01,BGR_DEM01
HRV_IMP01,HRV_DEM01
HRV_IMP01,CZE_DEM01
HRV_IMP01,DNK_DEM01
HRV_IMP01,EST_DEM01
HRV_IMP01,FIN_DEM01
HRV_IMP01,FRA_DEM01
HRV_IMP01,DEU_DEM01
HRV_IMP01,GRC_DEM01
HRV_IMP01,HUN_DEM01
HRV_IMP01,ITA_DEM01
HRV_IMP01,LVA_DEM01
HRV_IMP01,LTU_DEM01
HRV_IMP01,LUX_DEM01
HRV_IMP01,NLD_DEM01
HRV_IMP01,POL_DEM01
HRV_IMP01,PRT_DEM01
HRV_IMP01,ROU_DEM01
HRV_IMP01,SVK_DEM01
HRV_IMP01,SVN_DEM01
HRV_IMP01,ESP_DEM01
HRV_IMP01,SWE_DEM01
HRV_IMP01,GBR_DEM01
HRV_IMP01,NOR_DEM01
HRV_IMP01,CHE_DEM01
ITA_IMP01,AUT_DEM01
ITA_IMP01,BEL_DEM01
ITA_IMP01,BGR_DEM01
ITA_IMP01,HRV_DEM01
ITA_IMP01,CZE_DEM01
ITA_IMP01,DNK_DEM01
ITA_IMP01,EST_DEM01
ITA_IMP01,FIN_DEM01
ITA_IMP01,FRA_DEM01
ITA_IMP01,DEU_DEM01
ITA_IMP01,GRC_DEM01
ITA_IMP01,HUN_DEM01
ITA_IMP01,ITA_DEM01
ITA_IMP01,LVA_DEM01
ITA_IMP01,LTU_DEM01
ITA_IMP01,LUX_DEM01
ITA_IMP01,NLD_DEM01
ITA_IMP01,POL_DEM01
ITA_IMP01,PRT_DEM01
ITA_IMP01,ROU_DEM01
ITA_IMP01,SVK_DEM01
ITA_IMP01,SVN_DEM01
ITA_IMP01,ESP_DEM01
ITA_IMP01,SWE_DEM01
ITA_IMP01,GBR_DEM01
ITA_IMP01,NOR_DEM01
ITA_IMP01,CHE_DEM01
LTU_IMP01,AUT_DEM01
LTU_IMP01,BEL_DEM01
LTU_IMP01,BGR_DEM01
LTU_IMP01,HRV_DEM01
LTU_IMP01,CZE_DEM01
LTU_IMP01,DNK_DEM01
LTU_IMP01,EST_DEM01
LTU_IMP01,FIN_DEM01
LTU_IMP01,FRA_DEM01
LTU_IMP01,DEU_DEM01
LTU_IMP01,GRC_DEM01
LTU_IMP01,HUN_DEM01
LTU_IMP01,ITA_DEM01
LTU_IMP01,LVA_DEM01
LTU_IMP01,LTU_DEM01
LTU_IMP01,LUX_DEM01
LTU_IMP01,NLD_DEM01
LTU_IMP01,POL_DEM01
LTU_IMP01,PRT_DEM01
LTU_IMP01,ROU_DEM01
LTU_IMP01,SVK_DEM01
LTU_IMP01,SVN_DEM01
LTU_IMP01,ESP_DEM01
LTU_IMP01,SWE_DEM01
LTU_IMP01,GBR_DEM01
LTU_IMP01,NOR_DEM01
LTU_IMP01,CHE_DEM01
NLD_IMP01,AUT_DEM01
NLD_IMP01,BEL_DEM01
NLD_IMP01,BGR_DEM01
NLD_IMP01,HRV_DEM01
NLD_IMP01,CZE_DEM01
NLD_IMP01,DNK_DEM01
NLD_IMP01,EST_DEM01
NLD_IMP01,FIN_DEM01
NLD_IMP01,FRA_DEM01
NLD_IMP01,DEU_DEM01
NLD_IMP01,GRC_DEM01
NLD_IMP01,HUN_DEM01
NLD_IMP01,ITA_DEM01
NLD_IMP01,LVA_DEM01
NLD_IMP01,LTU_DEM01
NLD_IMP01,LUX_DEM01
NLD_IMP01,NLD_DEM01
NLD_IMP01,POL_DEM01
NLD_IMP01,PRT_DEM01
NLD_IMP01,ROU_DEM01
NLD_IMP01,SVK_DEM01
NLD_IMP01,SVN_DEM01
NLD_IMP01,ESP_DEM01
NLD_IMP01,SWE_DEM01
NLD_IMP01,GBR_DEM01
NLD_IMP01,NOR_DEM01
NLD_IMP01,CHE_DEM01
POL_IMP01,AUT_DEM01
POL_IMP01,BEL_DEM01
POL_IMP01,BGR_DEM01
POL_IMP01,HRV_DEM01
POL_IMP01,CZE_DEM01
POL_IMP01,DNK_DEM01
POL_IMP01,EST_DEM01
POL_IMP01,FIN_DEM01
POL_IMP01,FRA_DEM01
POL_IMP01,DEU_DEM01
POL_IMP01,GRC_DEM01
POL_IMP01,HUN_DEM01
POL_IMP01,ITA_DEM01
POL_IMP01,LVA_DEM01
POL_IMP01,LTU_DEM01
POL_IMP01,LUX_DEM01
POL_IMP01,NLD_DEM01
POL_IMP01,POL_DEM01
POL_IMP01,PRT_DEM01
POL_IMP01,ROU_DEM01
POL_IMP01,SVK_DEM01
POL_IMP01,SVN_DEM01
POL_IMP01,ESP_DEM01
POL_IMP01,SWE_DEM01
POL_IMP01,GBR_DEM01
POL_IMP01,NOR_DEM01
POL_IMP01,CHE_DEM01
PRT_IMP01,AUT_DEM01
PRT_IMP01,BEL_DEM01
PRT_IMP01,BGR_DEM01
PRT_IMP01,HRV_DEM01
PRT_IMP01,CZE_DEM01
PRT_IMP01,DNK_DEM01
PRT_IMP01,EST_DEM01
PRT_IMP01,FIN_DEM01
PRT_IMP01,FRA_DEM01
PRT_IMP01,DEU_DEM01
PRT_IMP01,GRC_DEM01
PRT_IMP01,HUN_DEM01
PRT_IMP01,ITA_DEM01
PRT_IMP01,LVA_DEM01
PRT_IMP01,LTU_DEM01
PRT_IMP01,LUX_DEM01
PRT_IMP01,NLD_DEM01
PRT_IMP01,POL_DEM01
PRT_IMP01,PRT_DEM01
PRT_IMP01,ROU_DEM01
PRT_IMP01,SVK_DEM01
PRT_IMP01,SVN_DEM01
PRT_IMP01,ESP_DEM01
PRT_IMP01,SWE_DEM01
PRT_IMP01,GBR_DEM01
PRT_IMP01,NOR_DEM01
PRT_IMP01,CHE_DEM01
