Country,Cell,System,Electrolyser,Year,PV,Onshore,Lcoh
DEU,DEU_DEE0,Hybrid,PEM,2020,6.130982305055365,7.202351028277968,10.0
DEU,DEU_DEE0,Hybrid,Alkaline,2020,1.9841901546926188,0.999182380696165,9.373687399274642
DEU,DEU_DEF0,PV,PEM,2020,3.1121129049716956,0.0,16.885109493650045
DEU,DEU_DEF0,PV,Alkaline,2020,2.2936201180881266,0.0,10.134463563967248
DEU,DEU_DEF0,Onshore,PEM,2020,0.0,2.335847369025788,10.161388731490291
DEU,DEU_DEF0,Onshore,Alkaline,2020,0.0,1.7548095679208011,6.682535385436725
DEU,DEU_DEF0,Hybrid,PEM,2020,7.687655375648238,7.867900179907316,10.0
DEU,DEU_DEF0,Hybrid,Alkaline,2020,0.45183196286761174,1.6569939461394927,6.655306413490288
DEU,DEU_DEG0,PV,PEM,2020,2.9884368181228638,0.0,15.895256228600795
DEU,DEU_DEG0,PV,Alkaline,2020,2.2267868830825717,0.0,9.464358621598606
DEU,DEU_DEG0,Onshore,PEM,2020,0.0,3.561196125053199,17.834944672927104
DEU,DEU_DEG0,Onshore,Alkaline,2020,0.0,2.385598156125282,12.743519386420227
DEU,DEU_DEG0,Hybrid,PEM,2020,9.33227576425001,3.3333333333333335,10.0
DEU,DEU_DEG0,Hybrid,Alkaline,2020,2.1714672697529913,0.2056283605589068,9.459736254426387
ITA,ITA_ITC1,PV,PEM,2020,2.631474111312674,0.0,13.595489584870379
ITA,ITA_ITC1,PV,Alkaline,2020,2.031121642233622,0.0,7.891779316202567
ITA,ITA_ITC1,Onshore,PEM,2020,0.0,5.291029265086915,25.90725211043715
ITA,ITA_ITC1,Onshore,Alkaline,2020,0.0,3.6735824065247145,20.023923035993416
ITA,ITA_ITC1,Hybrid,PEM,2020,0.0,5.555555555555555,10.0
ITA,ITA_ITC1,Hybrid,Alkaline,2020,2.031118803321731,0.0,7.891779317729809
ITA,ITA_ITC2,PV,PEM,2020,2.525264250648723,0.0,13.163429688936732
ITA,ITA_ITC2,PV,Alkaline,2020,1.9493872233815897,0.0,7.55761582722712
ITA,ITA_ITC2,Onshore,PEM,2020,0.0,2.514905671592399,14.234289823338438
ITA,ITA_ITC2,Onshore,Alkaline,2020,0.0,1.6314496148129494,9.355397159535801
ITA,ITA_ITC2,Hybrid,PEM,2020,6.953424258875682,6.379909074457651,10.0
ITA,ITA_ITC2,Hybrid,Alkaline,2020,1.6371737117909633,0.7308497217814403,7.355664689384583
ITA,ITA_ITC3,PV,PEM,2020,2.6041893220258445,0.0,13.521240264580369
ITA,ITA_ITC3,PV,Alkaline,2020,1.9983843802765477,0.0,7.814017421865988
ITA,ITA_ITC3,Onshore,PEM,2020,0.0,5.59903394237666,27.294369466590652
ITA,ITA_ITC3,Onshore,Alkaline,2020,0.0,3.937018745397371,21.366062748269975
ITA,ITA_ITC3,Hybrid,PEM,2020,8.780445420646817,0.0,10.0
ITA,ITA_ITC3,Hybrid,Alkaline,2020,7.256641039765599,6.076989309528052,10.0
ITA,ITA_ITC4,PV,PEM,2020,2.7323645087487094,0.0,14.111352848581745
ITA,ITA_ITC4,PV,Alkaline,2020,2.1097152342627457,0.0,8.260420215115227
ITA,ITA_ITC4,Onshore,PEM,2020,0.0,3.912293871667326,17.0472790553538
ITA,ITA_ITC4,Onshore,Alkaline,2020,0.0,2.789016100830395,12.501495635336271
ITA,ITA_ITC4,Hybrid,PEM,2020,7.591606609368352,5.74172672396498,10.0
ITA,ITA_ITC4,Hybrid,Alkaline,2020,2.10963621150893,0.0,8.26042064732569
ITA,ITA_ITF1,PV,PEM,2020,2.688157977445384,0.0,13.561047070760607
ITA,ITA_ITF1,PV,Alkaline,2020,2.0365929319602185,0.0,7.871112771984488
ITA,ITA_ITF1,Onshore,PEM,2020,0.0,2.916511169031186,20.6117680639083
ITA,ITA_ITF1,Onshore,Alkaline,2020,0.0,1.8808981047333935,14.010191640863173
ITA,ITA_ITF1,Hybrid,PEM,2020,0.0,5.555555555555555,10.0
ITA,ITA_ITF1,Hybrid,Alkaline,2020,2.0369532525812932,0.0,7.871114235232669
ITA,ITA_ITF2,PV,PEM,2020,2.6233225773992697,0.0,13.366427043485693
ITA,ITA_ITF2,PV,Alkaline,2020,2.0119759219287,0.0,7.731281463538734
ITA,ITA_ITF2,Onshore,PEM,2020,0.0,3.090333177494813,15.990440121338995
ITA,ITA_ITF2,Onshore,Alkaline,2020,0.0,2.2120597021967243,11.15601425455248
ITA,ITA_ITF2,Hybrid,PEM,2020,6.4200001218781155,6.913333211455217,10.0
ITA,ITA_ITF2,Hybrid,Alkaline,2020,2.011888431641518,0.0,7.731281835003339
ITA,ITA_ITF3,PV,PEM,2020,2.6293546244141908,0.0,13.351339725367222
ITA,ITA_ITF3,PV,Alkaline,2020,2.0243851117452194,0.0,7.714991519781656
ITA,ITA_ITF3,Onshore,PEM,2020,0.0,3.2790225583789834,15.86463638405213
ITA,ITA_ITF3,Onshore,Alkaline,2020,0.0,2.313778773088309,11.19820636719659
ITA,ITA_ITF3,Hybrid,PEM,2020,6.404403248920403,6.928930084412929,10.0
ITA,ITA_ITF3,Hybrid,Alkaline,2020,2.011888431641518,0.0,7.715145556150329
ITA,ITA_ITF4,PV,PEM,2020,2.666643311056305,0.0,13.241750315854423
ITA,ITA_ITF4,PV,Alkaline,2020,2.0535859233003775,0.0,7.693703803469263
ITA,ITA_ITF4,Onshore,PEM,2020,0.0,3.3338693112796136,13.688492953522275
ITA,ITA_ITF4,Onshore,Alkaline,2020,0.0,2.4195804864351,9.730624915645928
ITA,ITA_ITF4,Hybrid,PEM,2020,8.713333120721787,6.842222434833767,10.0
ITA,ITA_ITF4,Hybrid,Alkaline,2020,2.033759460843931,0.07043237505485977,7.6930600422555555
ITA,ITA_ITF5,PV,PEM,2020,2.6089228190977565,0.0,13.426870157713694
ITA,ITA_ITF5,PV,Alkaline,2020,2.0325550257442675,0.0,7.772246767359841
ITA,ITA_ITF5,Onshore,PEM,2020,0.0,3.200108667479526,14.890679524411361
ITA,ITA_ITF5,Onshore,Alkaline,2020,0.0,2.201269064579494,10.410772854068103
ITA,ITA_ITF5,Hybrid,PEM,2020,8.186070258007646,6.382127992520572,10.0
ITA,ITA_ITF5,Hybrid,Alkaline,2020,2.011888431641518,0.0,7.772723106180748
ITA,ITA_ITF6,PV,PEM,2020,2.5550805403291577,0.0,13.07293588365348
ITA,ITA_ITF6,PV,Alkaline,2020,1.9882509921498634,0.0,7.533272448814736
ITA,ITA_ITF6,Onshore,PEM,2020,0.0,3.5199004411697388,15.128642277452773
ITA,ITA_ITF6,Onshore,Alkaline,2020,0.0,2.457284911322404,10.824303756457606
ITA,ITA_ITF6,Hybrid,PEM,2020,9.403990449379489,5.712607630181553,10.0
ITA,ITA_ITF6,Hybrid,Alkaline,2020,1.9861972762106548,0.0,7.533284744298714
ITA,ITA_ITG1,PV,PEM,2020,2.4140413605467548,0.0,12.772130101159828
ITA,ITA_ITG1,PV,Alkaline,2020,1.9082533493662897,0.0,7.275498373489981
ITA,ITA_ITG1,Onshore,PEM,2020,0.0,3.299374726758708,15.261289329029738
ITA,ITA_ITG1,Onshore,Alkaline,2020,0.0,2.1687324058237234,10.692688219212416
ITA,ITA_ITG1,Hybrid,PEM,2020,8.219505960227961,5.8545681138461125,10.0
ITA,ITA_ITG1,Hybrid,Alkaline,2020,1.9080533451084463,0.0,7.275499767443535
ITA,ITA_ITG2,PV,PEM,2020,2.5445642829903106,0.0,13.025393090629596
ITA,ITA_ITG2,PV,Alkaline,2020,1.9839704506418498,0.0,7.518198967476935
ITA,ITA_ITG2,Onshore,PEM,2020,0.0,3.006905748295594,14.179769433306122
ITA,ITA_ITG2,Onshore,Alkaline,2020,0.0,2.131629081879501,9.829247546258978
ITA,ITA_ITG2,Hybrid,PEM,2020,8.995139509499946,5.555555555555555,10.0
ITA,ITA_ITG2,Hybrid,Alkaline,2020,1.9828140787876605,0.0,7.51820101858827
ITA,ITA_ITH1,PV,PEM,2020,2.6955069077732383,0.0,13.934745273203506
ITA,ITA_ITH1,PV,Alkaline,2020,2.0367491146655565,0.0,8.101496012338746
ITA,ITA_ITH1,Onshore,PEM,2020,0.0,3.6657073926633554,21.205717842370955
ITA,ITA_ITH1,Onshore,Alkaline,2020,0.0,2.3316389067482843,15.12425138132608
ITA,ITA_ITH1,Hybrid,PEM,2020,4.574705750816255,5.425591265144062,10.0
ITA,ITA_ITH1,Hybrid,Alkaline,2020,2.036962534330053,0.0,8.101496293753069
ITA,ITA_ITH2,PV,PEM,2020,2.7550409178147373,0.0,14.171998923171357
ITA,ITA_ITH2,PV,Alkaline,2020,2.074676486178172,0.0,8.27531725126997
ITA,ITA_ITH2,Onshore,PEM,2020,0.0,3.0135113172416057,15.447674308921773
ITA,ITA_ITH2,Onshore,Alkaline,2020,0.0,2.1102483566901746,10.700953038685595
ITA,ITA_ITH2,Hybrid,PEM,2020,9.223765898667796,3.3333333333333335,10.0
ITA,ITA_ITH2,Hybrid,Alkaline,2020,2.070897804271782,0.0,8.275378477994563
ITA,ITA_ITH3,PV,PEM,2020,2.854387052357197,0.0,14.377485744892695
ITA,ITA_ITH3,PV,Alkaline,2020,2.148581869184518,0.0,8.464548439960877
ITA,ITA_ITH3,Onshore,PEM,2020,0.0,4.833182424062582,22.330379480053217
ITA,ITA_ITH3,Onshore,Alkaline,2020,0.0,3.301897489552239,16.972332507939946
ITA,ITA_ITH3,Hybrid,PEM,2020,7.696772695855197,3.3333333333333335,10.0
ITA,ITA_ITH3,Hybrid,Alkaline,2020,9.24762644669675,5.555555555555555,10.0
ITA,ITA_ITH4,PV,PEM,2020,2.84090009071597,0.0,14.536162513223278
ITA,ITA_ITH4,PV,Alkaline,2020,2.1363307724787717,0.0,8.538994585432102
ITA,ITA_ITH4,Onshore,PEM,2020,0.0,4.197248108292229,21.662442828414243
ITA,ITA_ITH4,Onshore,Alkaline,2020,0.0,2.789016100830395,15.974177226948552
ITA,ITA_ITH4,Hybrid,PEM,2020,0.0,5.555555555555555,10.0
ITA,ITA_ITH4,Hybrid,Alkaline,2020,2.1358521845698712,0.0,8.538995498952046
ITA,ITA_ITH5,PV,PEM,2020,2.7854874896266635,0.0,14.106609567759866
ITA,ITA_ITH5,PV,Alkaline,2020,2.1185849578870504,0.0,8.277719590622457
ITA,ITA_ITH5,Onshore,PEM,2020,0.0,5.039269924163818,23.166448954710667
ITA,ITA_ITH5,Onshore,Alkaline,2020,0.0,3.6311414194666347,17.845168307526794
ITA,ITA_ITH5,Hybrid,PEM,2020,7.726536218554479,3.3333333333333335,10.0
ITA,ITA_ITH5,Hybrid,Alkaline,2020,9.500985581621414,5.555555555555555,10.0
ITA,ITA_ITI1,PV,PEM,2020,2.6731603219195805,0.0,13.846928010496553
ITA,ITA_ITI1,PV,Alkaline,2020,2.03194473664099,0.0,8.037854682007767
ITA,ITA_ITI1,Onshore,PEM,2020,0.0,4.20319413067773,18.518987932492728
ITA,ITA_ITI1,Onshore,Alkaline,2020,0.0,2.8523807597392374,13.700940663776136
ITA,ITA_ITI1,Hybrid,PEM,2020,9.187799357892471,3.3333333333333335,10.0
ITA,ITA_ITI1,Hybrid,Alkaline,2020,2.031118803321731,0.0,8.037856826589964
