Sensitivity,Country,Id_cell,System,Electrolyser,Year,Optimization,PV,Onshore,Lcoh,H2_volume,Unit
Default,CAN,CAN_C00343,Hybrid,Alkaline,2050,Lcoh,1.4008026433638503,0.5021388031923253,3.011499028332854,68300.5935006881,1075750811.3758495
Default,CAN,CAN_C00344,Hybrid,Alkaline,2050,Lcoh,0.007916997472871553,1.0654257152940347,1.9214941697163357,109978.61212628706,45568318.99389256
Default,CAN,CAN_C00361,Hybrid,Alkaline,2050,Lcoh,0.0,1.0514764811321686,1.8884986408843034,110548.45333418064,642402305.0647583
Default,CAN,CAN_C00362,Hybrid,Alkaline,2050,Lcoh,0.5351746476497407,1.0330797242899226,2.40549923611289,98326.83118344606,791879092.0681599
Default,CAN,CAN_C00363,Hybrid,Alkaline,2050,Lcoh,0.0,1.0814610045757622,1.9524978259813244,109235.49005737559,985428657.7441957
Default,CAN,CAN_C00364,Hybrid,Alkaline,2050,Lcoh,1.0331202817480076,1.0666773635705693,3.0354991976494077,88954.59501675554,1378107277.876845
Default,CAN,CAN_C00365,Hybrid,Alkaline,2050,Lcoh,0.41244649127754734,1.0624706385325922,2.503497415706328,93421.97763380161,1140545210.5150435
Default,CAN,CAN_C00366,Hybrid,Alkaline,2050,Lcoh,0.0,1.057538795175234,1.8634966867706377,112533.1960099446,34885621.46014063
Default,CAN,CAN_C00367,Hybrid,Alkaline,2050,Lcoh,0.0,1.067778390327447,1.7574942292595517,120243.62046721816,17392349.365701526
Default,CAN,CAN_C00368,Hybrid,Alkaline,2050,Lcoh,0.11471322916123704,1.1141957377543703,2.3364987857119606,96152.90521775022,955804297.8035352
Default,CAN,CAN_C00353,Hybrid,Alkaline,2050,Lcoh,1.2181961945662576,0.7701212800360376,2.848499761408038,82784.2210088221,1212038186.8781037
Default,CAN,CAN_C00354,Hybrid,Alkaline,2050,Lcoh,0.003383197422994321,1.0604696696812936,1.912495214697191,109969.23506303063,615658359.253639
Default,CAN,CAN_C00355,Hybrid,Alkaline,2050,Lcoh,0.0,1.0804321228544131,1.544492524302478,138178.87227168566,61375175.95465014
Default,CAN,CAN_C00356,Hybrid,Alkaline,2050,Lcoh,1.1932659938259926,1.0879545125659236,3.2634991193147127,86526.9179228924,148868394.2092351
Default,CAN,CAN_C00357,Hybrid,Alkaline,2050,Lcoh,0.0,1.121623235978126,2.3814947539971683,92030.59484412677,2218751.243255034
Default,CAN,CAN_C00358,Hybrid,Alkaline,2050,Lcoh,0.02627374451655944,1.096916163456802,2.368497766048523,91595.04221066678,578283513.163518
Default,CAN,CAN_C00359,Hybrid,Alkaline,2050,Lcoh,0.0,1.1152797408100117,2.194498305354425,99470.37096269439,2422430940.294689
Default,CAN,CAN_C00360,Hybrid,Alkaline,2050,Lcoh,1.1097766005350866,1.090109191432015,3.170497743217209,87662.9116302611,1570354816.91299
Default,CAN,CAN_C00369,Hybrid,Alkaline,2050,Lcoh,0.8362576783208372,1.0501745595389802,2.8904968440279806,88653.55778708865,1384379976.7856526
Default,CAN,CAN_C00370,Hybrid,Alkaline,2050,Lcoh,0.0,1.064431073738779,1.7934956781275944,117533.18750367258,239612577.1221899
Default,CAN,CAN_C00371,Hybrid,Alkaline,2050,Lcoh,2.6075475254232815e-05,1.0656205126539404,1.8344959406452477,114991.16213924793,334596769.44398344
Default,CAN,CAN_C00372,Hybrid,Alkaline,2050,Lcoh,0.0,1.0607533168676775,1.7484940624951608,120256.36037643751,366489690.3557254
Default,CAN,CAN_C00265,Hybrid,Alkaline,2050,Lcoh,0.0,1.1728727681199442,2.3074996010030318,98360.62085770116,1753143828.5411339
Default,CAN,CAN_C00266,Hybrid,Alkaline,2050,Lcoh,1.5253165979373524,0.5527091151166561,3.4364992420595457,64137.404619202476,1682550114.8417044
Default,CAN,CAN_C00267,Hybrid,Alkaline,2050,Lcoh,1.6817612697845723,0.0,3.3394992145315836,43647.71242794911,2218429567.398955
Default,CAN,CAN_C00268,Hybrid,Alkaline,2050,Lcoh,1.2327398297572256,0.9727820715927054,2.9334983215250827,91122.66377722222,308800859.81962514
